DrugBank ID,Common name,SMILES
DB20998,Zolamine,COc1ccc(CN(CCN(C)C)c2nccs2)cc1
DB20999,Sulazepam,CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21
DB21000,Mepitiostane,COC1(O[C@H]2CC[C@H]3[C@@H]4CC[C@H]5C[C@@H]6S[C@@H]6C[C@]5(C)[C@H]4CC[C@]23C)CCCC1
DB21001,Cismadinone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](Cl)C4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@@]21C
DB21002,Tebufelone,C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
DB21003,Tizabrin,C[C@@H]1C[S@@+]([O-])C(C)(C)[C@H](C(=O)O)N1
DB21004,Acivicin,N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1
DB21005,Zolenzepine,Cc1nn(C)c2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O
DB21006,Denaverine,CCC(CC)COC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1
DB21007,Losulazine,O=C(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
DB21008,Paranyline,N=C(N)c1ccc(C=C2c3ccccc3-c3ccccc32)cc1
DB21009,Pimilprost,CCCC[C@H](C)C[C@H](O)/C=C/[C@@H]1[C@H]2C[C@H](CCOCC(=O)OC)C[C@H]2C[C@H]1O
DB21010,Triamcinolone furetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1
DB21011,Buclosamide,CCCCNC(=O)c1ccc(Cl)cc1O
DB21012,Carprazidil,COC(=O)Nc1cc(N2CC=CCC2)nc2nc(=O)on12
DB21013,Dibusadol,CCN(CC)CCCCNC(=O)c1ccccc1OC(C)=O
DB21014,Sonepiprazole,NS(=O)(=O)c1ccc(N2CCN(CC[C@@H]3OCCc4ccccc43)CC2)cc1
DB21015,Acetergamine,CC(=O)NC[C@@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
DB21016,Lergotrile,CN1C[C@H](CC#N)C[C@@H]2c3cccc4[nH]c(Cl)c(c34)C[C@H]21
DB21017,Fenprinast,CC1(C)CN2C(=O)c3nc[nH]c3N(Cc3ccc(Cl)cc3)C2=N1
DB21018,Dimetholizine,COCCCN1CCN(c2ccccc2OC)CC1
DB21019,Atizoram,COc1ccc(C2CNC(=O)NC2)cc1O[C@H]1C[C@@H]2CC[C@H]1C2
DB21020,Flufylline,Cn1c(=O)c2c(ncn2CCN2CCC(C(=O)c3ccc(F)cc3)CC2)n(C)c1=O
DB21021,Eticyclidine,CCNC1(c2ccccc2)CCCCC1
DB21022,Picodralazine,NNc1nnc(Cc2ccncc2)c2ccccc12
DB21023,Climazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
DB21024,Rolafagrel,O=C(O)c1ccc2c(c1)C=C(n1ccnc1)CC2
DB21025,Atolide,CCN(CC)c1ccc(NC(=O)c2ccccc2N)c(C)c1
DB21026,Nelezaprine,CN(C)CC/C=C1\c2cc(Cl)ccc2CCn2cccc21
DB21027,Premazepam,Cc1c2c(cn1C)NC(=O)CN=C2c1ccccc1
DB21028,Tosifen,Cc1ccc(S(=O)(=O)NC(=O)N[C@@H](C)Cc2ccccc2)cc1
DB21029,Adosopine,CC(=O)Nc1cccc2c(=O)n(C)c3ccccc3c(=O)c12
DB21030,Taniplon,COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2
DB21031,Eglumetad,N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21
DB21032,Sipatrigine,CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1
DB21033,Oxazidione,O=C1c2ccccc2C(=O)C1(CN1CCOCC1)c1ccccc1
DB21034,Pentomone,COc1cccc2c1O[C@@H]1[C@H](C2)C(=O)[C@@H]2Cc3cccc(OC)c3O[C@@H]2C1(C)C
DB21035,Triampyzine,Cc1nc(C)c(N(C)C)nc1C
DB21036,Bromindione,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1
DB21037,Glypinamide,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(Cl)cc1
DB21038,Bretazenil,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2
DB21039,Tinofedrine,C[C@H](NCC=C(c1ccsc1)c1ccsc1)[C@H](O)c1ccccc1
DB21040,Mitoquidone,O=C1c2ccccc2C(=O)c2c1cn1c2Cc2ccccc2C1
DB21041,Metanixin,Cc1cccc(C)c1Nc1ncccc1C(=O)O
DB21042,Enzaplatovir,Cc1ccc([C@]23Cn4cccc4C(=O)N2CCN3C(=O)c2conc2C)cn1
DB21043,Salethamide,CCN(CC)CCNC(=O)c1ccccc1O
DB21044,Tebatizole,CN1CCN(c2nc(C(C)(C)C)cs2)CC1
DB21045,Tianafac,Cc1c(CC(=O)O)sc2ccc(Cl)cc12
DB21046,Ledazerol,OCc1cccc(Cc2cnc[nH]2)c1O
DB21047,Mezepine,CNCCCN1Cc2ccccc2Cc2ccccc21
DB21048,Cinfenine,CN(C/C=C/c1ccccc1)CCOC(c1ccccc1)c1ccccc1
DB21049,Lodinixil,Cc1cccc(Nc2cc(Cl)nc(N(C)C)n2)c1C
DB21050,Arfendazam,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21
DB21051,Pravadoline,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1
DB21052,Neflumozide,O=c1[nH]c2ccccc2n1C1CCN(CCCc2noc3cc(F)ccc23)CC1
DB21053,Valecobulin,COc1cc(C(=O)c2ccc(-c3csc(NC(=O)[C@@H](N)C(C)C)n3)cc2-n2cncn2)cc(OC)c1OC
DB21054,Clofenciclan,CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1
DB21055,Nitroscanate,O=[N+]([O-])c1ccc(Oc2ccc(N=C=S)cc2)cc1
DB21056,Dinsed,O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1
DB21057,Bentemazole,c1ccc(Cn2ccnc2-c2nnn[nH]2)cc1
DB21058,Xemilofiban,C#C[C@H](CC(=O)OCC)NC(=O)CCC(=O)Nc1ccc(C(=N)N)cc1
DB21059,Taloximine,CN(C)CCOc1n[nH]/c(=N\O)c2ccccc12
DB21060,Besunide,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Cc1ccccc1
DB21061,Batelapine,Cc1nc2n(n1)C(N1CCN(C)CC1)=Nc1ccccc1C2
DB21062,Galamustine,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CN(CCCl)CCCl
DB21063,Dicarfen,CCN(CC)CCOC(=O)N(c1ccccc1)c1ccccc1
DB21064,Ciproquazone,COc1ccc2c(c1)c(-c1ccccc1)nc(=O)n2CC1CC1
DB21065,Pipofezine,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1
DB21066,Uredofos,CCOP(=O)(NC(=S)Nc1ccccc1NC(=O)NS(=O)(=O)c1ccc(C)cc1)OCC
DB21067,Felezonexor,CC1=C(COCCC(C)(C)C)C(=O)N(Nc2ccc(C(F)(F)F)c(Cl)n2)C1=O
DB21068,Derpanicate,CC(C)(COC(=O)c1cccnc1)[C@@H](OC(=O)c1cccnc1)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](OC(=O)c1cccnc1)C(C)(C)COC(=O)c1cccnc1
DB21069,Acrihellin,CC(C)=CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@@H](c5ccc(=O)oc5)CC[C@]4(O)[C@@H]3CC[C@]2(O)C1
DB21070,Fenflumizole,COc1ccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1
DB21071,Etarotene,CCS(=O)(=O)c1ccc(/C=C(\C)c2ccc3c(c2)C(C)(C)CCC3(C)C)cc1
DB21072,Alipamide,CN(C)NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
DB21073,Oxepinac,O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O
DB21074,Emiglitate,CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1
DB21075,Clenpirin,CCCCN1CCCC1=Nc1ccc(Cl)c(Cl)c1
DB21076,Nortopixantrone,CNCCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13
DB21077,Aladorian,COc1ccc2c(c1)CN(C(=O)C(=O)O)CCS2
DB21078,Ametantrone,O=C1c2ccccc2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
DB21079,Iomethin I-131,CN(C)CCCNc1ccnc2cc([131I])ccc12
DB21080,Atocalcitol,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@@H](C)COCc4cccc(C(C)(C)O)c4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
DB21081,Bufezolac,CC(C)Cn1nc(-c2ccccc2)c(-c2ccccc2)c1CC(=O)O
DB21082,Naltalimide,O=C1c2ccccc2C(=O)N1[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
DB21083,Atibeprone,Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O
DB21084,Indoxole,COc1ccc(-c2[nH]c3ccccc3c2-c2ccc(OC)cc2)cc1
DB21085,Amsilarotene,C[Si](C)(C)c1cc(C(=O)Nc2ccc(C(=O)O)cc2)cc([Si](C)(C)C)c1
DB21086,Methaphenilene,CN(C)CCN(Cc1cccs1)c1ccccc1
DB21087,Benzodepa,O=C(NP(=O)(N1CC1)N1CC1)OCc1ccccc1
DB21088,Carperone,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
DB21089,Roxifiban,CCCCOC(=O)N[C@@H](CNC(=O)C[C@H]1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)OC
DB21090,Gestaclone,CC(=O)[C@@]12C[C@@H]1C[C@H]1[C@@H]3C=C(Cl)C4=CC(=O)[C@H]5C[C@H]5[C@]4(C)[C@H]3CC[C@@]12C
DB21091,Ralitoline,Cc1cccc(Cl)c1NC(=O)/C=C1\SCC(=O)N1C
DB21092,Vinmegallate,CC[C@]12C=CCN3CCc4c(n(c5ccccc45)C(COC(=O)c4cc(OC)c(OC)c(OC)c4)=C1)[C@@H]32
DB21093,Ropizine,Cc1cccc(/C=N/N2CCN(C(c3ccccc3)c3ccccc3)CC2)n1
DB21094,Befiperide,CC(C)c1ccc(C(=O)N(C)CCN2CCN(c3cccc4ccoc34)CC2)cc1
DB21095,Crobenetine,C[C@@H](CN1CC[C@@]2(C)c3cccc(O)c3C[C@@H]1C2(C)C)OCc1ccccc1
DB21096,Navamepent,C#CC[C@@H](O)/C=C/C=C/C#C[C@@H](O)CCCC(=O)OC(C)C
DB21097,Mofoxime,C/C(=N\O)c1ccc(OCC(=O)N2CCOCC2)cc1
DB21098,Lidamidine,CNC(=N)NC(=O)Nc1c(C)cccc1C
DB21099,Buramate,O=C(NCc1ccccc1)OCCO
DB21100,Fadaltran,O=C(c1cnc(N2CC3(COC3)C2)nc1)N1CCC(N2CCc3ccccc3C2)CC1
DB21101,Tazomeline,CCCCCCSc1nsnc1C1=CCCN(C)C1
DB21102,Acronine,COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2
DB21103,Sorbitan trioleate,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCC/C=C\CCCCCCCC)[C@H]1OC[C@H](O)[C@H]1OC(=O)CCCCCCC/C=C\CCCCCCCC
DB21104,Phenarsone sulfoxylate,O=S(O)CNc1cc([As](=O)(O)O)ccc1O
DB21105,Rimoprogin,CSc1ncc(OCC#CI)cn1
DB21106,Sopitazine,CC(C)N1CCN(C(=O)N2c3ccccc3Sc3ccccc32)CC1
DB21107,Oxophenarsine,Nc1cc([As]=O)ccc1O
DB21108,Deboxamet,COc1ccc2[nH]c(C)c(CC(=O)NO)c2c1
DB21109,Flavamine,CCN(CC)Cc1ccc2oc(-c3ccccc3)c(C)c(=O)c2c1
DB21110,Tafluposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](OC(=O)COc5c(F)c(F)c(F)c(F)c5F)[C@H]3OC(=O)COc3c(F)c(F)c(F)c(F)c3F)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O
DB21111,Mazipredone,CN1CCN(CC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)CC1
DB21112,Butilfenin,CCCCc1ccc(NC(=O)CN(CC(=O)O)CC(=O)O)cc1
DB21113,Simetride,CCCc1ccc(OCC(=O)N2CCN(C(=O)COc3ccc(CCC)cc3OC)CC2)c(OC)c1
DB21114,Fabesetron,Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O
DB21115,Nemazoline,Nc1c(Cl)cc(CC2=NCCN2)cc1Cl
DB21116,Catramilast,COc1ccc([C@H](C)Cn2cc[nH]c2=O)cc1OCC1CC1
DB21117,Pazoxide,O=S1(=O)NC(C2CC=CC2)=Nc2cc(Cl)c(Cl)cc21
DB21118,Trioxifene,COc1ccc(C2=C(C(=O)c3ccc(OCCN4CCCC4)cc3)c3ccccc3CC2)cc1
DB21119,Sobuzoxane,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O
DB21120,Silperisone,C[Si](C)(Cc1ccc(F)cc1)CN1CCCCC1
DB21121,Nastorazepide,CC(C)(C)C(=O)CN1C(=O)[C@H](NC(=O)Nc2cccc(C(=O)O)c2)CN(C2CCCCC2)c2ccccc21
DB21122,Amelparib,CCOc1cc(CN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3
DB21123,Irampanel,CN(C)CCOc1ccccc1-c1nc(-c2ccccc2)no1
DB21124,Epolamine,OCCN1CCCC1
DB21125,Topixantrone,CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13
DB21126,Dimecrotic acid,COc1ccc(/C(C)=C\C(=O)O)c(OC)c1
DB21127,Molracetam,COc1ccc(C(=O)N2CCN(CC(=O)N3CCOCC3)CC2)cc1
DB21128,Amitivir,N#CNc1nncs1
DB21129,Teroxalene,CCC(C)(C)c1ccc(OCCCCCCN2CCN(c3ccc(C)c(Cl)c3)CC2)cc1
DB21130,Eclazolast,CCOCCOC(=O)c1nc2cc(Cl)ccc2o1
DB21131,Feclobuzone,CCCCC1(COC(=O)c2ccc(Cl)cc2)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
DB21132,Barzuxetan,O=C(O)CN(CC(=O)O)[C@H](Cc1ccc(N=C=S)cc1)CN(CC(=O)O)[C@H]1CCCC[C@@H]1N(CC(=O)O)CC(=O)O
DB21133,Octrizole,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1
DB21134,Oxeclosporin,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](COCCO)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
DB21135,Bensuldazic acid,O=C(O)CN1CSC(=S)N(Cc2ccccc2)C1
DB21136,Niravoline,CN(C(=O)Cc1cccc([N+](=O)[O-])c1)[C@H]1c2ccccc2C[C@@H]1N1CCCC1
DB21137,Rofleponide,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
DB21138,Milameline,CO/N=C/C1=CCCN(C)C1
DB21139,Pentiapine,CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1
DB21140,Rolziracetam,O=C1CCC2CCC(=O)N12
DB21141,Altinicline,C#Cc1cncc([C@@H]2CCCN2C)c1
DB21142,Elfazepam,CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
DB21143,Arclofenin,O=C(O)CN(CC(=O)O)CC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1
DB21144,Nemifitide,N=C(N)NCCC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)Cc1ccc(F)cc1)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
DB21145,Butobendine,CC[C@@H](COC(=O)c1cc(OC)c(OC)c(OC)c1)N(C)CCN(C)[C@@H](CC)COC(=O)c1cc(OC)c(OC)c(OC)c1
DB21146,Parimifasor,O=C(NC(=Nc1cc(F)cc(Cl)c1)Nc1cc(C(F)(F)F)[nH]n1)c1cccc(Cl)c1
DB21147,Amfonelic acid,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21
DB21148,Clormecaine,CN(C)CCOC(=O)c1ccc(Cl)c(N)c1
DB21149,Befetupitant,Cc1ccccc1-c1cc(N2CCOCC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DB21150,Cefetecol anhydrous,Nc1nc(/C(=N/O[C@H](C(=O)O)c2ccc(O)c(O)c2)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1
DB21151,Giracodazole,NC[C@H](Cl)[C@@H](O)c1cnc(N)[nH]1
DB21152,Malotilate,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1
DB21153,Mofezolac,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1
DB21154,Levcromakalim,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O
DB21155,Amezepine,CNCCC1=Cc2ccccc2N(C)c2ccccc21
DB21156,Triflocin,O=C(O)c1cnccc1Nc1cccc(C(F)(F)F)c1
DB21157,Amiprilose,CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO
DB21158,Octimibate,O=C(O)CCCCCCCOc1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1
DB21159,Pinolcaine,CN1CCCC[C@@H]1C(C)(C)OC(=O)C(c1ccccc1)c1ccccc1
DB21160,Lorcinadol,Clc1ccc(N2CCN(C/C=C/c3ccccc3)CC2)nn1
DB21161,Leiopyrrole,CCN(CC)CCOc1ccccc1-n1c(C)ccc1-c1ccccc1
DB21162,Daltroban,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1
DB21163,Glicetanile,COc1ccc(Cl)cc1NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1
DB21164,Elbanizine,Cc1cc(NCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c([N+](=O)[O-])c(C)n1
DB21165,Linarotene,C/C(=N\Nc1ccc(S(C)(=O)=O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C
DB21166,Letimide,CCN(CC)CCn1c(=O)oc2ccccc2c1=O
DB21167,Iomeglamic acid,CN(C(=O)CCCC(=O)O)c1c(I)cc(I)c(N)c1I
DB21168,Beloxamide,CC(=O)N(CCCc1ccccc1)OCc1ccccc1
DB21169,Tasuldine,c1cnc(SCc2cccnc2)nc1
DB21170,Edonentan anhydrous,Cc1onc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)C(=O)CC(C)(C)C)c1C
DB21171,Fantridone,CN(C)CCCn1c(=O)c2ccccc2c2ccccc21
DB21172,Aceperone,CC(=O)NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
DB21173,Xanoxic acid,CC(C)Oc1ccc2oc3ccc(C(=O)O)cc3c(=O)c2c1
DB21174,Floverine,COc1cc(OC)cc(OCCO)c1
DB21175,Lomeguatrib,Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1
DB21176,Florifenine,O=C(OCCN1CCCC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12
DB21177,Dosergoside,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(=O)[C@@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
DB21178,Anagestone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CCCC[C@]4(C)[C@H]3CC[C@@]21C
DB21179,Acevaltrate,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1
DB21180,Biclodil,N=C(NC(N)=O)Nc1c(Cl)cccc1Cl
DB21181,Guabenxan,N=C(N)NCc1ccc2c(c1)OCCO2
DB21182,Danitracen,CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1
DB21183,Trelnarizine,COc1ccc(/C=C/CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1OC
DB21184,Chloroazodin,N=C(/N=N/C(=N)NCl)NCl
DB21185,Procodazole,O=C(O)CCc1nc2ccccc2[nH]1
DB21186,Bamirastine,CC(C)(C(=O)O)c1cn2nc(NCCCN3CCC(OC(c4ccccc4)c4ccccc4)CC3)ccc2n1
DB21187,Acetiamine,CC(=O)OCC/C(SC(C)=O)=C(\C)N(C=O)Cc1cnc(C)nc1N
DB21188,Etoxadrol,CC[C@]1(c2ccccc2)OC[C@H]([C@@H]2CCCCN2)O1
DB21189,Kainic acid,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O
DB21190,Carbubarb,CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O
DB21191,Famotine,Clc1ccc(OCC2=NCCc3ccccc32)cc1
DB21192,Sitofibrate,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)C(C)(C)Oc5ccc(Cl)cc5)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
DB21193,Mesulergine,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
DB21194,Noreximide,O=C1NC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1
DB21195,Quinotolast,O=C(Nc1nnn[nH]1)c1cc(Oc2ccccc2)c2ccccn2c1=O
DB21196,Romurtide,CCCCCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@H](C=O)NC(C)=O)C(N)=O)C(=O)O
DB21197,Altapizone,O=C1CCC(c2ccc(NC(=O)CCN3CCC(c4ccccc4)CC3)cc2)=NN1
DB21198,Nifurfoline,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CN1CCOCC1
DB21199,Ruclosporin,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](OCCN2CCOCC2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
DB21200,Nebidrazine,Nn1cn[nH]/c1=N/N=C/c1c(Cl)cccc1Cl
DB21201,Retelliptine,CCN(CC)CCCNc1nccc2c(C)c3[nH]c4ccc(OC)cc4c3c(C)c12
DB21202,Teslexivir,COc1cc(CC(=O)NN(c2ccc(Cc3ccccc3)cc2)c2c(C)cccc2N2CCCCC2)c(Br)cc1C(=O)O
DB21203,Tazanolast,CCCCOC(=O)C(=O)Nc1cccc(-c2nnn[nH]2)c1
DB21204,Metazamide,COc1ccc(-n2c(C)c[nH]c2=O)cc1
DB21205,Lodazecar,C[C@@H]1N=C(c2ccccc2Cl)c2c(ccc(NC(=O)NC(C)(CO)CO)c2Br)N(C)C1=O
DB21206,Lapisteride,COc1ccc(C(C)(C)NC(=O)[C@H]2CC[C@H]3[C@@H]4CC[C@H]5NC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C)cc1
DB21207,Carocainide,CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC
DB21208,Cefmatilen,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(SCSc4c[nH]nn4)CS[C@H]23)cs1
DB21209,Barixibat,O=C(CCCCCCCCCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)Nc1ccccc1[C@@H](Nc1ccccn1)[C@H](c1ccccn1)[C@H](O)c1ccccc1
DB21210,Lodiperone,O=c1[nH]c(-c2ccc(F)cc2)c(CCN2CCN(c3cc(Cl)cc(Cl)c3)CC2)o1
DB21211,Meobentine,CN=C(NC)NCc1ccc(OC)cc1
DB21212,Elarofiban anhydrous,O=C(O)C[C@H](NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)c1cccnc1
DB21213,Bialamicol,C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O
DB21214,Nacartocin,CCc1ccc(C[C@@H]2NC(=O)CCSCC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1
DB21215,Phthalylsulfamethizole,Cc1nnc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C(=O)O)cc2)s1
DB21216,Cyclomenol,Cc1cc(C)c(C2CCCCC2)c(O)c1
DB21217,Etiproston,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C2(COc3ccccc3)OCCO2)[C@H](O)C[C@@H]1O
DB21218,Enolicam,O=C(Nc1ccc(Cl)c(Cl)c1)C1=C(O)c2cc(Cl)ccc2S(=O)(=O)CC1
DB21219,Proxorphan,Oc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@@H]1CCOC3
DB21220,Ebrotidine,N=C(N)Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1
DB21221,Moctamide,CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@@H](Cc1ccc(C)cc1)c1ccccc1
DB21222,Tasurgratinib,CNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)c4ccc(C5CCN(CCO)CC5)cc4)c3)c(OCCOC)cc21
DB21223,Furacrinic acid,C=C(CC)C(=O)c1cc2cc(C(=O)O)oc2cc1C
DB21224,Lanperisone,C[C@H](CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1
DB21225,Tiflamizole,O=S(=O)(c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)[nH]1)C(F)(F)C(F)F
